code,product_name,brands,categories_en,labels_tags,countries_en,ingredients_text,additives_tags,greenwash_label,annotation_notes,image_front_url
11150982641,"Organic, Organic Dark Red Kidney Beans","Simply Roundy's,  Simply Roundy's Organic",,,United States,"Water, organic dark red kidney beans, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/001/115/098/2641/front_en.jpg
8005125193,Organic Tortellini Pasta,Nuovo Pasta,,,United States,"Filling: organic cheese blend (ricotta cheese, mozzarella cheese, cheddar cheese [milk, vinegar, salt, cheese cultures, enzymes]), organic breadcrumbs (wheat flour, evaporated cane syrup, yeast, sea salt), organic spinach, organic spinach powder, organic",,Low,,https://images.openfoodfacts.org/images/products/000/800/512/5193/front_en.jpg
33400721756,"Healthy Harvest, Whole Wheat Pasta & Ancient Grains","Ronzoni,  New World Pasta Company",,,United States,"Whole durum wheat flour, whole grain flour blend (quinoa, amaranth, millet, sorghum, teff)",,Low,,https://images.openfoodfacts.org/images/products/003/340/072/1756/front_en.jpg
33776100889,Natural Peanut Butter And Flaxseed,"Earth Balance,  Pinnacle Foods Group Llc",,,United States,"Peanuts, flaxseed, agave syrup, peanut oil, palm fruit oil, and salt.",,Low,,https://images.openfoodfacts.org/images/products/003/377/610/0889/front_en.jpg
41415342439,Organic Ice Cream,Publix Super Markets  Inc.,,,United States,"Organic milk, organic cream, organic cane sugar, organic carob bean gum, organic guar gum, organic vanilla extract and organic ground vanilla beans.","en:e410,en:e412",Low,,https://images.openfoodfacts.org/images/products/004/141/534/2439/front_en.jpg
36632018779,Naturally And Artificial Flavored,The Dannon Company  Inc.,,,United States,"Ingredients: cultured grade a low fat milk, water, sugar, fructose, modified tapioca starch, contains less than 1% of whey protein concentrate, modified corn starch, natural and artificial flavors, pineapple juice concentrate, citric acid, sodium citrate,","en:e330,en:e331",Medium,,https://images.openfoodfacts.org/images/products/003/663/201/8779/front_en.jpg
36800051140,Shredded Mozzarella Natural Cheese,Food Club,,,United States,"Pasteurized part-skim milk, cheese culture, salt and enzymes, potato starch, corn starch and calcium sulfate added to prevent caking, natamycin (a natural mold inhibitor).",en:e235,Low,,https://images.openfoodfacts.org/images/products/003/680/005/1140/front_en.jpg
24182011586,Organic Tamari Soy Sauce,"Eden,  Eden Foods  Inc.",,,United States,"Water, whole organic soybeans, sea salt, organic grain alcohol to preserve freshness, koji aspergillus oryzae.",,Low,,https://images.openfoodfacts.org/images/products/002/418/201/1586/front_en.jpg
41000022975,Fettuccini & Broccoli In A Chicken Flavored Sauce With Other Natural Flavor,Unilever,,,United States,"Enriched macaroni product [semolina and durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup solids, hydrolyzed soy protein, chicken fat (with rosemary extract to protect quality), corn starch, chicken powder, onion powder, broccoli*, salt, red bell pepper*, sodium citrate, potassium chloride,spices, garlic powder, yeast extract, disodium guanylate, disodium inosinate, natural flavor (milk), paprika and extract of turmeric (for color), chicken broth*, soybean oil, whey (milk), nonfat milk*.","en:e101,en:e101i,en:e331,en:e375,en:e508,en:e627,en:e631",Medium,,https://images.openfoodfacts.org/images/products/004/100/002/2975/front_en.jpg
35742221116,"No Salt Added Broth, Chicken",Health Valley,,,United States,"Filtered water, concentrated chicken broth, chicken fat, onion powder, turmeric, ground celery seeds, white pepper",,Low,,https://images.openfoodfacts.org/images/products/003/574/222/1116/front_en.jpg
36800093072,Organic Petite Diced Tomatoes In Water With Green Chilies,"Full Circle Market,  Topco Associates Llc",,,United States,"Organic diced tomatoes, water, organic chopped green jalapeno chili peppers, sea salt, organic vinegar, organic cilantro, citric acid, calcium chloride.","en:e330,en:e509",Medium,,https://images.openfoodfacts.org/images/products/003/680/009/3072/front_en.jpg
11535501337,"Organic Instant Oatmeal, Apple Cinnamon",Wild Harvest,,,United States,"Organic rolled oats, organic dehydrated cane syrup solids, organic dehydrated apples (treated with ascorbic acid, citric acid and calcium chloride to preservative color), organic cinnamon, natural flavor, sea salt.",en:e300,Low,,https://images.openfoodfacts.org/images/products/001/153/550/1337/front_en.jpg
41000344060,"Liquid Iced Black Tea Mix, Tropical Mango Flavor With Other Natural Flavor",Lipton,,,United States,"Tea concentrate (water, black tea powder), glycerin, cane sugar, malic acid and citric acid (provides tartness), caramel color (contains sulfites), sucralose (non-nutritive sweetener), carrot juice (color), natural flavor, apple juice concentrate.","en:e150a,en:e330,en:e422,en:e955",Medium,,https://images.openfoodfacts.org/images/products/004/100/034/4060/front_en.jpg
41190049325,Organic Cannellini Beans,Shoprite,,,United States,"Prepared organic cannellini beans, water, and sea salt.",,Low,,https://images.openfoodfacts.org/images/products/004/119/004/9325/front_en.jpg
23882197637,"All Natural Flavored Cane Sugar, Almond Vanilla",Leila Bay Trading Company,,,United States,"Sugar crystals raw, vanilla extract, almond extract.",,Low,,https://images.openfoodfacts.org/images/products/002/388/219/7637/front_en.jpg
22852417102,"Organic Ice Cream, Candy Bar",Double Rainbow,,,United States,"Organic milk, organic cream, organic cane sugar, organic caramel (organic cane sugar, organic rice syrup, water, organic cream, organic corn starch, salt, xanthan gum, organic soy lecithin, sodium carbonate, organic vanilla flavor), organic nougat base (water, organic cane sugar, organic brown rice syrup, organic cream, organic corn starch, organic caramel, salt, organic soy lecithin, xanthan gum, organic vanilla flavor, sodium bicarbonate), organic dark chocolate covered peanuts (organic bittersweet chocolate [organic cocoa beans, organic cane sugar, organic cocoa butter, organic soy lecithin], organic peanuts), organic peanut butter (organic peanuts, salt), organic egg yolks, organic vanilla extract, organic carob bean gum, organic guar gum.","en:e322,en:e322i,en:e410,en:e412,en:e415,en:e500,en:e500i,en:e500ii",Low,,https://images.openfoodfacts.org/images/products/002/285/241/7102/front_en.jpg
35826094582,Sugar Free Syrup,Food Town Stores Inc.,,,United States,"Water, sorbitol, cellulose gum, natural and artificial flavors, salt, aspartame, citric acid, caramel color, sodium benzoate & sorbic acid (preservatives), acesulfame potassium.","en:e150a,en:e200,en:e330,en:e420,en:e420i,en:e466,en:e950,en:e951",High,,https://images.openfoodfacts.org/images/products/003/582/609/4582/front_en.jpg
25317656009,Uncured Organic Genoa Salami,Applegate Organics,Genoa-salami,"en:organic,en:usda-organic",United States,"ORGANIC PORK*, SEA SALT. CONTAINS LESS THAN 2% OF THE FOLLOWING: ORGANIC DEXTROSE, CULTURED CELERY JUICE POWDER, ORGANIC SPICES, ORGANIC GARLIC POWDER, LACTIC ACID STARTED CULTURE (NOT FROM MILK). GLUTEN & CASEIN FREE.",,Low,,https://images.openfoodfacts.org/images/products/002/531/765/6009/front_en.jpg
39215,Lundberg Organic Golden Rose Medium Brown Rice,Unfi,,,United States,Organic golden rose medium brown rice,,Low,,https://images.openfoodfacts.org/images/products/000/000/003/9215/front_en.jpg
41244006434,"Martinelli's, Gold Medal, Organic Apple Juice",S. Martinelli & Co.,,,United States,100% pure apple juice from fresh u.s. organically grown apples.,,Low,,https://images.openfoodfacts.org/images/products/004/124/400/6434/front_en.jpg
39047018136,Pure Butter Scottie Dogs Shortbread,Walkers,,,United States,"Wheat flour, butter, sugar, salt.",,Low,,https://images.openfoodfacts.org/images/products/003/904/701/8136/front_en.jpg
41420477294,"Organic, Organic Fruity Chews, Lemon, Orange, Mango, Cherry","Black Forest,  Black Forest Organic",,,United States,"Organic tapioca syrup, organic cane sugar, organic palm oil, citric acid, organic tapioca starch, fruit and vegetable juices added for color (radish, apple, blackcurrant, carrot), turmeric (color), natural flavors, organic sunflower lecithin.","en:e322,en:e322i,en:e330",Low,,https://images.openfoodfacts.org/images/products/004/142/047/7294/front_en.jpg
12511305000,Organic Sucanat Dehydrated Cane Juice,Wholesome,,,United States,Organic dehydrated cane juice*.,,Low,,https://images.openfoodfacts.org/images/products/001/251/130/5000/front_en.jpg
24182021660,"Organic Muesli, Cinnamon","Eden,  Eden Foods  Inc.",,,United States,*oat flakes *rye flakes *spelt flakes *raisins *cranberries (*cranberries *apple juice concentrate *sunflower oil) *wild blueberries (*wild blueberries *apple juice concentrate *sunflower oil) *roasted and salted pumpkin seeds *raw sunflower seeds *cinnam,,Low,,https://images.openfoodfacts.org/images/products/002/418/202/1660/front_en.jpg
11150511193,Organic Fat Free Milk,Roundy's,,,United States,"Organic grade a fat free milk, vitamin a palmitate, vitamin d3.",,Low,,https://images.openfoodfacts.org/images/products/001/115/051/1193/front_en.jpg
41190046867,Organic Tomato Ketchup,Shoprite,"Groceries,Sauces,Tomato sauces,Ketchup",,United States,"Organic tomato puree, organic sugar, organic white vinegar, salt, organic onion powder and organic spices",,Low,,https://images.openfoodfacts.org/images/products/004/119/004/6867/front_en.jpg
11150950077,"Organic Enriched Soymilk, Vanilla",Roundy's,,,United States,"Filtered water, whole organic soybeans, evaporated organic cane juice, calcium carbonate, natural flavors, carrageenan, sea salt, organic vanilla extract, sodium citrate, potassium citrate, vitamin a palmitate, vitamin d2, vitamin e, vitamin b2 (riboflavi","en:e101,en:e101i,en:e170,en:e331,en:e332,en:e407",Medium,,https://images.openfoodfacts.org/images/products/001/115/095/0077/front_en.jpg
11150980593,Healthy Heart Mix,Roundy's,,,United States,"Roasted almonds (almonds(usa), sunflower oil), raw walnuts (usa), roasted pecans(usa), sunflower oil), roasted pistachios (pistachios(usa), sunflower oil, sea salt), raw filberts (turkey).",,Low,,https://images.openfoodfacts.org/images/products/001/115/098/0593/front_en.jpg
25317532006,The Great Organic Uncured Beef Hot Dog,Applegate,,,United States,"Organic grass-fed beef*, water. contains less than 2% of the following: sea salt, organic spices, organic dehydrated garlic, organic dehydrated onion, organic paprika, celery powder.",,Low,,https://images.openfoodfacts.org/images/products/002/531/753/2006/front_en.jpg
25317005913,"Naturals, Breakfast Sausage Patties, Chicken & Maple",Applegate,,,United States,"Chicken**, water, sugar, maple syrup, contains less than 2% of the following: salt, spices, natural maple flavor (caramelized sugar, natural flavor, natural maple syrup, brown sugar molasses).",,Low,,https://images.openfoodfacts.org/images/products/002/531/700/5913/front_en.jpg
41497096275,100% Pure Orange Juice Not Form Concentrate,Weis Markets  Inc.,,,United States,"Orange juice, orange juice pulp.",,Low,,https://images.openfoodfacts.org/images/products/004/149/709/6275/front_en.jpg
11213523644,Pure Michigan Vitamin A & D Fat Free Milk,Spartan,,,United States,"Fat free milk, vitamin a plamitate, vitamin d3.",,Low,,https://images.openfoodfacts.org/images/products/001/121/352/3644/front_en.jpg
22014110407,"North Coast, Organic Apple Juice",Manzana Products Co Inc,,,United States,"Pasteurized, unfiltered juice from 100% certified organic apples.",,Low,,https://images.openfoodfacts.org/images/products/002/201/411/0407/front_en.jpg
13609020546,Organic Cupcake,Just Desserts,,,United States,"Organic carrots, organic evaporated cane juice, organic powdered sugar, certified 100% organic wheat flour, cage free organic whole eggs, organic expeller pressed canola oil, organic cultured cream cheese (organic skim milk, organic cream, organic skim mi",,Low,,https://images.openfoodfacts.org/images/products/001/360/902/0546/front_en.jpg
20662005434,"All Natural Pizza, Thin & Crispy Multi-Grain With Flaxseed",Newman's Own  Inc.,,,United States,"Multigrain crust (wheat flour, water, vegetable oil [canola oil, pure olive oil], yeast sugar, salt, whole oat flour), sauce (tomatoes [diced tomatoes, tomato juice], water, tomato paste, fire roasted red bell pepper puree, extra virgin olive oil, red win",,Low,,https://images.openfoodfacts.org/images/products/002/066/200/5434/front_en.jpg
41000273643,"Frozen Birthday Cake Dessert Bar, Naturally And Artificially Flavored","Good Humor,  Unilever",,,United States,"Nonfat milk, rainbow crunch (bleached wheat flour, sugar, palm oil, salt, natural flavor, soy lecithin, red 3, blue 1 lake, yellow 5 lake, baking soda), corn syrup, sugar, water, palm oil, soybean oil, coconut oil, less than 2% of: whey, mono and diglycerides, guar gum, locust bean gum, caramel color, carrageenan, natural and artificial flavor, annatto (for color), vitamin a palmitate.","en:e150a,en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e471",Medium,,https://images.openfoodfacts.org/images/products/004/100/027/3643/front_en.jpg
24000367024,Mandarin Orange,"Del Monte,  Del Monte Foods",,,United States,"Mandarin oranges, water, sorbitol, ascorbic acid (to preserve color), acesulfame potassium, sucralose, cellulose, citric acid.","en:e300,en:e330,en:e420,en:e420i,en:e460,en:e950,en:e955",Low,,https://images.openfoodfacts.org/images/products/002/400/036/7024/front_en.jpg
20662003942,Organic Lite Balsamic Vinaigrette,Newman's Own,,,United States,"Water, organic balsamic vinegar, organic soybean oil, organic distilled vinegar, organic sugar, salt, contains 2% or less of: organic green onion*, gum arabic, guar gum.","en:e412,en:e414",Low,,https://images.openfoodfacts.org/images/products/002/066/200/3942/front_en.jpg
13764027312,"Millon Dollar Bun, Seeded Organic Buns",Dave's Killer Bread,,,United States,"Organic flour (organic whole wheat flour, organic wheat flour), water, good seed mix (organic whole flax seeds, organic sunflower seeds, organic un-hulled brown sesame seeds, organic ground whole flax seeds, organic un-hulled black sesame seeds), organic dried cane syrup (sugar), organic expeller pressed canola oil, organic wheat gluten, organic molasses, yeast, sea salt, organic cultured whole wheat, organic rice bran extract.",,Low,,https://images.openfoodfacts.org/images/products/001/376/402/7312/front_en.jpg
21908476230,Organic Nut Protein Chewy Bars,Small Planet Foods  Inc.,,,United States,"Peanuts*, peanut butter* (peanuts*, salt), honey*, tapioca syrup*, pea protein*, almonds*, rice flour*, sunflower oil*, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/002/190/847/6230/front_en.jpg
13130006989,"Hot Cereal, Gluten Free",Cream Of Rice,,,United States,"Granulated rice, ferric orthophosphate, niacinamide, thiamine mononitrate, riboflavin.","en:e101,en:e101i",Low,,https://images.openfoodfacts.org/images/products/001/313/000/6989/front_en.jpg
29737103396,Mafaldine Pasta,"Severino,  Severino Pasta Mfg.",,,United States,"Semolina flour (niacin, ferrous lactate, thiamine mononitrate, riboflavin, folic acid), water.","en:e101,en:e101i,en:e375,en:e585",Low,,https://images.openfoodfacts.org/images/products/002/973/710/3396/front_en.jpg
15400196901,Organic Apple Cider Vinegar,Natural Directions,,,United States,"Organic raw apple cider vinegar and water to 5% acidity. (unfiltered, unpasteurized).",,Low,,https://images.openfoodfacts.org/images/products/001/540/019/6901/front_en.jpg
39217044224,Organic 100% Whole Wheat & Honey Bagel,Papa's,,,United States,"Organic whole wheat flour, water, organic wheat flour, organic cane sugar, yeast, organic wheat gluten, organic honey, wheat starch (organic wheat starch, organic whole wheat flour, lactic acid bacteria culture), sea salt, organic canola oil and/or organic soybean oil, organic sunflower lecithin and/or organic soy lecithin, organic oat fiber, organic enzyme (organic cornstarch, organic soybean lecithin, enzymes [plant based], tri-calcium phosphate), citric acid (citric acid, carnauba wax).","en:e322,en:e322i,en:e330,en:e341,en:e903",Low,,https://images.openfoodfacts.org/images/products/003/921/704/4224/front_en.jpg
16000409972,Party Rainbow Chip cake mix,"Betty Crocker,General Mills",Cake-mix,,United States,"Enriched flour bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Corn Syrup, Leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate). Contains 2% or less of: Modified corn starch, vegetable oil (palm oil and/or partially hydrogenated _soybean_ oil and/or cottonseed oil), corn starch, propylene glycol mono and diesters of fatty acids, salt, distilled monoglycerides, corn cereal, dicalcium phosphate, sodium stearoyl lactylate, xanthan gum, cellulose gum, natural and artificial flavor, color (yellow 5, yellow 6, red 40, blue 1)","en:e101,en:e101i,en:e102,en:e110,en:e129,en:e133,en:e341,en:e341ii,en:e375,en:e415,en:e466,en:e481,en:e541,en:e570",High,,https://images.openfoodfacts.org/images/products/001/600/040/9972/front_en.jpg
36800422230,"Organic Almondmilk, Vanilla","Full Circle Market,  Topco Associates  Inc.",,,United States,"Organic almondmilk (filtered water, organic almonds), organic cane syrup, organic locust bean gum, sea salt, organic vanilla flavor, natural flavors, sunflower lecithin, tricalcium phosphate, gellan gum, potassium citrate, organic vanilla extract, vitamin","en:e322,en:e322i,en:e332,en:e341,en:e341iii,en:e410,en:e418",Low,,https://images.openfoodfacts.org/images/products/003/680/042/2230/front_en.jpg
30223042051,Organic Sweet Baby Lettuce,Taylor Farms,,,United States,"May contain some or all of the following: organic baby red romaine, organic baby tango, organic baby arugula, organic baby red leaf, organic baby green romaine, organic baby lolla rosa, organic baby mizuna, organic baby tatsoi, organic baby green chard, o",,Low,,https://images.openfoodfacts.org/images/products/003/022/304/2051/front_en.jpg
11213033792,"Mixed Hard Candies, Cinnamon, Butterscotch, Peppermint & Spearmint Naturally And Artificially Flavored",Spartan,,,United States,"Cinnamon discs - sugar, corn syrup, artificial flavor, fd&c red 40, blue 1 and red 3. butterscotch discs - sugar, corn syrup, salt, artificial flavor, fd&c yellow 5, yellow 6, red 40 and blue 1. peppermint discs - sugar, corn syrup, natural peppermint oil","en:e102,en:e110,en:e129",Medium,,https://images.openfoodfacts.org/images/products/001/121/303/3792/front_en.jpg
41270025072,Tomato Puree,Iga,,,United States,"Tomato concentrate (water and tomato paste), citric acid",en:e330,Low,,https://images.openfoodfacts.org/images/products/004/127/002/5072/front_en.jpg
609900114,"The Madelaine Chocolate Company, All Natural Dark Chocolate Gift Stick",Madelaine Chocolate Novelties,,,United States,"Bittersweet chocolate (chocolate, sugar, cocoa butter, soy lecithin-an emulsifier, vanilla).",,Low,,https://images.openfoodfacts.org/images/products/000/060/990/0114/front_en.jpg
16073123454,"Just Great Stuff, The Original Powdered Organic Peanut Butter",Betty Lou's Inc.,,,United States,"Organic peanuts, organic coconut sugar*, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/001/607/312/3454/front_en.jpg
12000012785,"Diet Green Tea, Citrus Flavor With Other Natural Flavors","Lipton,  Unilever",,,United States,"Water, citric acid, sodium hexametaphosphate (to protect flavor), green tea, natural flavor, ascorbic acid (vitamin c), phosphoric acid, potassium sorbate (preserves freshness), aspartame, acesulfame potassium, citrus pectin calcium disodium edta (to prot","en:e202,en:e300,en:e330,en:e338,en:e385,en:e950,en:e951",High,,https://images.openfoodfacts.org/images/products/001/200/001/2785/front_en.jpg
20526012288,"Bergin, Organic Roasted & Salted Almonds",Bergin Nut Company  Inc.,,,United States,"Organic almonds (usa, italy), high oleic organic sunflower oil, sea salt.",,Low,,https://images.openfoodfacts.org/images/products/002/052/601/2288/front_en.jpg
11150074025,Organic Cashew Butter,Simply Roundy's,,,United States,"Dry roasted organic cashews, organic sunflower oil.",,Low,,https://images.openfoodfacts.org/images/products/001/115/007/4025/front_en.jpg
36800389663,"Organic, Pasta Sauce With Chunky Diced Tomatoes & Roasted Garlic, Roasted Garlic","Full Circle,  Topco",,,United States,"Organic tomato puree, organic tomatoes, organic onions, organic roasted garlic puree (organic garlic, water, organic flavor, citric acid), organic sugar, organic extra virgin olive oil, salt, organic garlic, organic garlic powder, organic black pepper, organic oregano.",en:e330,Low,,https://images.openfoodfacts.org/images/products/003/680/038/9663/front_en.jpg
41190012695,Tomato Puree,Shoprite,,,United States,"Tomato puree (water, tomato paste), citric acid.",en:e330,Low,,https://images.openfoodfacts.org/images/products/004/119/001/2695/front_en.jpg
36731135513,Hojuelas de avena natural,Quaker,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Avena",,Mexico,Hojuelas de avena de grano entero,,Low,,https://images.openfoodfacts.org/images/products/003/673/113/5513/front_en.jpg
23545211229,"Bienestar Natural, Herbal Tea Blend",Agricola Himalaya S.A.,,,United States,"Camomile, lemon balm, lemon grass, mint, anise.",,Low,,https://images.openfoodfacts.org/images/products/002/354/521/1229/front_en.jpg
23923320116,Organic Apple Peach Oatmeal Fruit & Grain Puree,Earth's Best,,,United States,"Organic apples, water, organic peaches, organic whole grain oat flour, citric acid, vitamin a palmitate, mixed tocopherols, (vitamin e), zinc sulfate, ascorbic acid, (vitamin c).","en:e300,en:e307c,en:e330",Medium,,https://images.openfoodfacts.org/images/products/002/392/332/0116/front_en.jpg
39047001077,"Walkers, Pure Butter Shortbread Rounds",Walkers Shortbread Ltd.,,,United States,"Wheat flour, butter (32%), sugar, salt.",,Low,,https://images.openfoodfacts.org/images/products/003/904/700/1077/front_en.jpg
11150998420,"Apple Puree, Cinnamon",Roundy's,,,United States,"Apples, apple juice from concentrate, cinnamon, ascorbic acid (to protect color).",en:e300,Low,,https://images.openfoodfacts.org/images/products/001/115/099/8420/front_en.jpg
36800420397,"Organic Granola, Oat & Honey","Full Circle Market,  Topco Associates Llc",,,United States,"Organic whole rolled oats, organic sugar, organic oat flour, organic gluten free brown crisp rice (organic whole grain brown rice, organic cane syrup, sea salt), organic canola oil, organic rice syrup, organic molasses, organic honey, salt, organic vanill",,Low,,https://images.openfoodfacts.org/images/products/003/680/042/0397/front_en.jpg
41318300512,Natural Whole Grain Instant Brown Rice,Schnucks,,,United States,Pre-cooked parboiled long grain brown rice.,,Low,,https://images.openfoodfacts.org/images/products/004/131/830/0512/front_en.jpg
41000214042,"Oreo, Frozen Oreo Dessert Bar, Naturally And Artificially Flavored","Good Humor,  Unilever",,,United States,"Nonfat milk, oreo crunch {bleached wheat flour, sugar, cocoa (processed with alkali), palm oil, unbleached enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, corn flour, canola oil, salt, leavening (baking soda and/or calcium phosphate), soy lecithin, vanillin - an artificial flavor, high fructose corn syrup, chocolate}, milk chocolate flavored coating [soybean oil, sugar, coconut oil, chocolate (processed with alkali), milk, whey, cocoa (processed with alkali), soy lecithin (emulsifier), artificial flavor (vanillin), salt], sugar, corn syrup, oreo cookie pieces {unbleached enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], sugar, palm and/or canola oil, cocoa (processed with alkali), high fructose corn syrup, leavening (baking soda and/or calcium phosphate), cornstarch, salt, soy lecithin, vanillin - an artificial flavor, chocolate}, coconut oil, contains 2% or less of each of the following: whey, mono and diglycerides, guar gum, locust bean gum, carrageenan, natural and artificial flavor, caramel color, vitamin a palmitate.","en:e101,en:e101i,en:e150a,en:e322,en:e322i,en:e341,en:e375,en:e407,en:e410,en:e412,en:e471",Medium,,https://images.openfoodfacts.org/images/products/004/100/021/4042/front_en.jpg
41000022593,Rice & Pasta Blend In A Savory Sauce With Carrots & Peas,Unilever,,,United States,"Enriched parboiled long grain rice [rice, niacin, ferric orthophosphate (iron), thiamin mononitrate (vitamin b1), folic acid], enriched vermicelli [wheat and durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], vegetables* (green peas, carrots, onions), salt, hydrolyzed soy protein, corn syrup*, chicken powder, chicken fat* (with rosemary extract to protect quality), whey (milk), maltodextrin. garlic powder, corn starch, autolyzed yeast extract, chicken broth*, disodium guanylate, disodium inosinate, natural flavor (milk), nonfat milk*, extract of turmeric (color).","en:e101,en:e101i,en:e375,en:e627,en:e631",Low,,https://images.openfoodfacts.org/images/products/004/100/002/2593/front_en.jpg
21000057122,Organic Mild Cheddar Cheese,Cracker Barrel,,,United States,"Cultured pasteurized organic milk, salt, enzymes.",,Low,,https://images.openfoodfacts.org/images/products/002/100/005/7122/front_en.jpg
